#Chromosome	Start	End	Name	Summit	Score	ChIP	Control	FoldEnrichment	DistributionScore	FDR
chr9	103365957	103366201	Peak_1031	103366079	22.31	22.56	0.25	91.17	1.00	0.00
chr9	103492745	103492989	Peak_3387	103492867	8.12	8.36	0.25	33.64	1.00	0.00
chr9	103623671	103623915	Peak_8801	103623793	2.06	2.17	0.11	19.57	1.00	0.17
chr9	103720100	103720344	Peak_1378	103720222	18.22	18.33	0.10	174.79	1.00	0.00
chr9	103724748	103724992	Peak_13048	103724870	1.08	1.18	0.10	12.05	1.00	0.34
chr9	103921050	103921294	Peak_2740	103921172	10.37	10.56	0.19	54.73	1.00	0.00
chr9	103960184	103960428	Peak_10837	103960306	1.47	1.72	0.25	6.87	1.00	0.24
chr9	104020454	104020698	Peak_4750	104020576	5.31	5.38	0.07	77.94	1.00	0.00
chr9	104143079	104143323	Peak_10445	104143201	1.56	1.73	0.17	10.26	1.00	0.22
chr9	104263041	104263285	Peak_12843	104263163	1.11	1.29	0.18	7.04	1.00	0.31
chr9	104263179	104263423	Peak_12963	104263301	1.09	1.31	0.21	6.12	1.00	0.32
chr9	104289719	104289963	Peak_3737	104289841	7.22	7.32	0.10	71.91	1.00	0.00
chr9	104408846	104409090	Peak_6117	104408968	3.62	4.38	0.06	73.89	0.84	0.05
chr9	104646159	104646403	Peak_12951	104646281	1.10	1.20	0.10	11.88	1.00	0.32
chr9	105199140	105199384	Peak_10568	105199262	1.53	1.63	0.10	16.31	1.00	0.23
chr9	105272304	105272548	Peak_9977	105272426	1.69	1.83	0.14	12.91	1.00	0.21
chr9	105407977	105408221	Peak_11736	105408099	1.29	1.34	0.05	26.64	1.00	0.26
chr9	105495119	105495363	Peak_11312	105495241	1.37	1.49	0.12	12.31	1.00	0.25
chr9	105809312	105809556	Peak_2237	105809434	12.50	12.60	0.10	123.22	1.00	0.00
chr9	106000584	106000828	Peak_8624	106000706	2.13	2.44	0.32	7.71	1.00	0.16
chr9	106099467	106099711	Peak_12425	106099589	1.18	1.26	0.08	15.63	1.00	0.31
chr9	106247762	106248006	Peak_3916	106247884	6.80	7.64	0.14	56.07	0.91	0.00
chr9	106343044	106343288	Peak_3659	106343166	7.42	7.57	0.15	51.54	1.00	0.00
chr9	106368987	106369231	Peak_11097	106369109	1.41	1.51	0.10	15.31	1.00	0.23
chr9	106437544	106437788	Peak_9352	106437666	1.88	2.09	0.22	9.71	1.00	0.16
chr9	106438225	106438469	Peak_5963	106438347	3.77	3.93	0.16	24.76	1.00	0.03
chr9	106447310	106447554	Peak_4835	106447432	5.17	5.42	0.25	21.81	1.00	0.00
chr9	106447526	106447770	Peak_2673	106447648	10.60	10.76	0.15	70.84	1.00	0.00
chr9	106471872	106472116	Peak_13278	106471994	1.05	1.34	0.29	4.58	1.00	0.35
chr9	106476956	106477200	Peak_2351	106477078	11.91	12.10	0.20	61.64	1.00	0.00
chr9	106821818	106822062	Peak_4886	106821940	5.08	5.17	0.10	53.44	1.00	0.00
chr9	106887255	106887499	Peak_10636	106887377	1.52	1.68	0.17	10.12	1.00	0.23
chr9	107340546	107340790	Peak_12198	107340668	1.21	1.37	0.16	8.67	1.00	0.29
chr9	107448861	107449105	Peak_11661	107448983	1.30	1.39	0.09	15.65	1.00	0.27
chr9	107508393	107508637	Peak_5051	107508515	4.87	4.96	0.10	50.72	1.00	0.02
chr9	107526840	107527084	Peak_11241	107526962	1.38	1.71	0.33	5.26	1.00	0.24
chr9	107542101	107542345	Peak_702	107542223	27.18	27.43	0.25	109.52	1.00	0.00
chr9	107547155	107547399	Peak_6869	107547277	3.04	3.45	0.41	8.40	1.00	0.10
chr9	107554279	107554523	Peak_7933	107554401	2.43	2.58	0.15	17.02	1.00	0.15
chr9	107554576	107554820	Peak_6568	107554698	3.24	3.31	0.06	55.05	1.00	0.09
chr9	107558969	107559213	Peak_1802	107559091	14.96	15.07	0.10	147.54	1.00	0.00
chr9	107562993	107563237	Peak_13268	107563115	1.05	1.23	0.18	6.76	1.00	0.35
chr9	107587482	107587726	Peak_6935	107587604	3.00	3.32	0.32	10.27	1.00	0.12
chr9	107599507	107599751	Peak_3877	107599629	6.89	7.12	0.23	31.18	1.00	0.00
chr9	107599913	107600157	Peak_1944	107600035	14.07	14.33	0.26	55.48	1.00	0.00
chr9	107612253	107612497	Peak_10299	107612375	1.60	1.97	0.37	5.33	1.00	0.22
chr9	107675953	107676197	Peak_12221	107676075	1.21	1.33	0.12	11.15	1.00	0.30
chr9	107717511	107717755	Peak_8482	107717633	2.18	2.38	0.20	11.89	1.00	0.16
chr9	107741616	107741860	Peak_3957	107741738	6.70	6.89	0.20	35.32	1.00	0.00
chr9	107770947	107771191	Peak_6284	107771069	3.47	3.56	0.09	37.91	1.00	0.08
chr9	107882753	107882997	Peak_7374	107882875	2.71	2.81	0.10	28.65	1.00	0.14
chr9	108002301	108002545	Peak_1075	108002423	21.74	21.90	0.16	133.22	1.00	0.00
chr9	108079290	108079534	Peak_5732	108079412	4.01	6.81	0.13	51.59	0.60	0.03
chr9	108183197	108183441	Peak_3122	108183319	8.93	9.18	0.25	36.82	1.00	0.00
chr9	108201195	108201439	Peak_11494	108201317	1.33	1.54	0.21	7.46	1.00	0.24
chr9	108305914	108306158	Peak_190	108306036	48.78	49.00	0.22	220.56	1.00	0.00
chr9	108320001	108320245	Peak_11625	108320123	1.31	1.51	0.21	7.32	1.00	0.26
chr9	108328780	108329024	Peak_8765	108328902	2.07	2.12	0.05	42.17	1.00	0.17
chr9	108334720	108334964	Peak_11448	108334842	1.34	1.42	0.08	16.98	1.00	0.24
chr9	108566892	108567136	Peak_7964	108567014	2.42	2.67	0.26	10.38	1.00	0.15
chr9	108567118	108567362	Peak_12013	108567240	1.25	1.51	0.26	5.71	1.00	0.27
chr9	108579445	108579689	Peak_12401	108579567	1.18	1.38	0.20	6.94	1.00	0.31
chr9	108581884	108582128	Peak_5940	108582006	3.79	4.15	0.36	11.53	1.00	0.03
chr9	108692483	108692727	Peak_5841	108692605	3.89	4.11	0.23	17.97	1.00	0.03
chr9	108783565	108783809	Peak_9534	108783687	1.82	1.94	0.12	16.10	1.00	0.17
chr9	108825172	108825416	Peak_9993	108825294	1.68	1.96	0.27	7.14	1.00	0.21
chr9	108825847	108826091	Peak_2705	108825969	10.51	10.61	0.11	99.86	1.00	0.00
chr9	108826966	108827210	Peak_1055	108827088	21.99	22.22	0.23	96.78	1.00	0.00
chr9	108827604	108827848	Peak_12003	108827726	1.25	1.45	0.20	7.27	1.00	0.27
chr9	108832140	108832384	Peak_9266	108832262	1.90	2.05	0.14	14.30	1.00	0.16
chr9	108843075	108843319	Peak_4471	108843197	5.76	6.36	0.61	10.46	1.00	0.00
chr9	108936548	108936792	Peak_80	108936670	62.55	62.71	0.16	387.54	1.00	0.00
chr9	108991696	108991940	Peak_7808	108991818	2.48	2.64	0.16	16.59	1.00	0.13
chr9	109899362	109899606	Peak_9048	109899484	1.98	2.12	0.14	15.00	1.00	0.17
chr9	109931385	109931629	Peak_4327	109931507	6.01	6.16	0.15	40.58	1.00	0.00
chr9	109932345	109932589	Peak_4616	109932467	5.51	6.04	0.53	11.39	1.00	0.00
chr9	110117259	110117503	Peak_7580	110117381	2.61	2.71	0.11	25.66	1.00	0.13
chr9	110131770	110132014	Peak_113	110131892	56.82	57.10	0.28	204.61	1.00	0.00
chr9	110236178	110236422	Peak_5347	110236300	4.43	4.54	0.11	40.89	1.00	0.04
chr9	110268426	110268670	Peak_7598	110268548	2.59	2.76	0.17	16.25	1.00	0.13
chr9	110304998	110305242	Peak_86	110305120	61.48	61.81	0.33	188.63	1.00	0.00
chr9	110305302	110305546	Peak_3557	110305424	7.66	7.76	0.10	75.50	1.00	0.00
chr9	110333155	110333399	Peak_2323	110333277	12.02	12.23	0.21	57.66	1.00	0.00
chr9	110408204	110408448	Peak_1196	110408326	20.21	20.34	0.13	157.65	1.00	0.00
chr9	110449056	110449300	Peak_10251	110449178	1.61	1.76	0.14	12.31	1.00	0.22
chr9	110631346	110631590	Peak_12106	110631468	1.23	1.39	0.16	8.71	1.00	0.29
chr9	110656396	110656640	Peak_822	110656518	25.23	25.56	0.33	77.11	1.00	0.00
chr9	110656672	110656916	Peak_238	110656794	45.02	45.18	0.16	279.42	1.00	0.00
chr9	110708147	110708391	Peak_8640	110708269	2.12	2.24	0.12	18.51	1.00	0.16
chr9	110732828	110733072	Peak_3432	110732950	7.98	8.31	0.33	25.45	1.00	0.00
chr9	110772394	110772638	Peak_4121	110772516	6.36	6.50	0.14	45.43	1.00	0.00
chr9	110798239	110798483	Peak_6739	110798361	3.13	3.24	0.12	27.93	1.00	0.10
chr9	110953866	110954110	Peak_5930	110953988	3.80	3.91	0.11	35.67	1.00	0.03
chr9	110984172	110984416	Peak_484	110984294	32.94	33.22	0.28	119.66	1.00	0.00
chr9	111092781	111093025	Peak_11348	111092903	1.36	1.75	0.38	4.54	1.00	0.25
chr9	111156790	111157034	Peak_5480	111156912	4.25	4.30	0.06	73.01	1.00	0.04
chr9	111271609	111271853	Peak_2635	111271731	10.76	10.89	0.13	80.69	1.00	0.00
chr9	111427069	111427313	Peak_11754	111427191	1.29	1.44	0.15	9.59	1.00	0.27
chr9	111777991	111778235	Peak_7349	111778113	2.73	2.96	0.23	12.65	1.00	0.14
chr9	112118869	112119113	Peak_5443	112118991	4.29	4.36	0.07	64.79	1.00	0.04
chr9	113545537	113545781	Peak_12115	113545659	1.23	1.42	0.19	7.46	1.00	0.30
chr9	113634730	113634974	Peak_11092	113634852	1.41	1.53	0.12	12.94	1.00	0.23
chr9	113708234	113708478	Peak_5685	113708356	4.06	4.18	0.13	32.45	1.00	0.04
chr9	113792591	113792835	Peak_8636	113792713	2.12	2.27	0.15	14.86	1.00	0.16
chr9	114046148	114046392	Peak_10116	114046270	1.65	1.77	0.12	14.83	1.00	0.21
chr9	114053132	114053376	Peak_619	114053254	29.24	29.32	0.08	378.07	1.00	0.00
chr9	114385089	114385333	Peak_7749	114385211	2.52	2.73	0.21	12.73	1.00	0.13
chr9	114409135	114409379	Peak_12542	114409257	1.16	1.35	0.19	7.16	1.00	0.31
chr9	114501971	114502215	Peak_3627	114502093	7.50	7.56	0.06	124.62	1.00	0.00
chr9	114663858	114664102	Peak_518	114663980	32.09	32.22	0.14	234.40	1.00	0.00
chr9	114688519	114688763	Peak_152	114688641	52.17	52.22	0.05	991.73	1.00	0.00
chr9	114805064	114805308	Peak_1818	114805186	14.86	15.10	0.23	64.97	1.00	0.00
chr9	114819324	114819568	Peak_8360	114819446	2.23	2.30	0.07	33.66	1.00	0.17
chr9	114838114	114838358	Peak_11520	114838236	1.33	1.48	0.15	9.70	1.00	0.24
chr9	114881340	114881584	Peak_12574	114881462	1.15	1.30	0.14	9.23	1.00	0.31
chr9	114933909	114934153	Peak_8899	114934031	2.02	2.13	0.10	20.31	1.00	0.17
chr9	115388059	115388303	Peak_591	115388181	29.89	30.16	0.27	110.15	1.00	0.00
chr9	115407626	115407870	Peak_1810	115407748	14.93	15.03	0.10	149.90	1.00	0.00
chr9	115583449	115583693	Peak_6050	115583571	3.69	3.85	0.15	25.33	1.00	0.03
chr9	115875665	115875909	Peak_3087	115875787	9.08	9.13	0.05	181.19	1.00	0.00
chr9	115973292	115973536	Peak_753	115973414	26.20	26.62	0.42	63.82	1.00	0.00
chr9	116084835	116085079	Peak_7269	116084957	2.77	2.87	0.10	28.83	1.00	0.12
chr9	116186756	116187000	Peak_2405	116186878	11.63	11.76	0.13	88.88	1.00	0.00
chr9	116212899	116213143	Peak_4430	116213021	5.83	6.00	0.17	35.71	1.00	0.00
chr9	116364342	116364586	Peak_6880	116364464	3.03	3.08	0.05	60.79	1.00	0.10
chr9	116388107	116388351	Peak_2064	116388229	13.31	13.41	0.10	131.37	1.00	0.00
chr9	117162966	117163210	Peak_13595	117163088	1.00	1.09	0.09	12.08	1.00	0.35
chr9	117277350	117277594	Peak_3633	117277472	7.48	7.62	0.13	56.67	1.00	0.00
chr9	117861589	117861833	Peak_4409	117861711	5.88	6.03	0.15	39.10	1.00	0.00
chr9	117861839	117862083	Peak_9714	117861961	1.76	1.95	0.19	10.36	1.00	0.18
chr9	118150155	118150399	Peak_1782	118150277	15.11	15.46	0.35	43.64	1.00	0.00
chr9	118282581	118282825	Peak_8820	118282703	2.05	2.14	0.09	24.42	1.00	0.17
chr9	118341443	118341687	Peak_942	118341565	23.50	23.67	0.16	144.74	1.00	0.00
chr9	118354885	118355129	Peak_10807	118355007	1.48	1.58	0.10	15.20	1.00	0.24
chr9	118405074	118405318	Peak_4266	118405196	6.11	6.32	0.21	30.50	1.00	0.00
chr9	118593299	118593543	Peak_1416	118593421	17.90	18.23	0.33	55.97	1.00	0.00
chr9	118612056	118612300	Peak_4086	118612178	6.43	6.68	0.25	26.25	1.00	0.00
chr9	118758503	118758747	Peak_5239	118758625	4.58	4.74	0.16	29.62	1.00	0.04
chr9	118849026	118849270	Peak_7921	118849148	2.44	2.54	0.10	24.51	1.00	0.15
chr9	118890282	118890526	Peak_9277	118890404	1.90	1.95	0.05	37.80	1.00	0.16
chr9	118925282	118925526	Peak_8131	118925404	2.33	2.59	0.26	9.87	1.00	0.16
chr9	118941016	118941260	Peak_3540	118941138	7.70	7.78	0.09	88.90	1.00	0.00
chr9	118981488	118981732	Peak_374	118981610	37.29	37.51	0.22	168.27	1.00	0.00
chr9	119076727	119076971	Peak_6796	119076849	3.10	3.27	0.17	18.97	1.00	0.10
chr9	119102697	119102941	Peak_8874	119102819	2.04	2.18	0.14	15.58	1.00	0.17
chr9	119111993	119112237	Peak_12125	119112115	1.22	1.45	0.23	6.28	1.00	0.30
chr9	119115003	119115247	Peak_1041	119115125	22.15	22.64	0.49	46.10	1.00	0.00
chr9	119122058	119122302	Peak_7894	119122180	2.44	2.61	0.17	15.70	1.00	0.14
chr9	119340895	119341139	Peak_4254	119341017	6.13	6.38	0.25	25.39	1.00	0.00
chr9	119341310	119341554	Peak_796	119341432	25.66	25.85	0.19	136.08	1.00	0.00
chr9	119444841	119445085	Peak_917	119444963	23.78	23.99	0.21	114.32	1.00	0.00
chr9	119828556	119828800	Peak_4960	119828678	4.99	5.13	0.14	36.43	1.00	0.00
chr9	119847445	119847689	Peak_11024	119847567	1.42	1.61	0.18	8.86	1.00	0.24
chr9	119868236	119868480	Peak_4440	119868358	5.81	5.86	0.05	116.30	1.00	0.00
chr9	119950108	119950352	Peak_5465	119950230	4.26	4.42	0.16	27.24	1.00	0.04
chr9	119991333	119991577	Peak_12560	119991455	1.15	1.27	0.12	11.02	1.00	0.31
chr9	120127565	120127809	Peak_955	120127687	23.09	23.35	0.26	89.48	1.00	0.00
chr9	120134926	120135170	Peak_9521	120135048	1.82	2.17	0.35	6.25	1.00	0.17
chr9	120163878	120164122	Peak_4944	120164000	5.01	5.20	0.19	27.02	1.00	0.00
chr9	120174211	120174455	Peak_5054	120174333	4.86	5.21	0.34	15.20	1.00	0.02
chr9	120181094	120181338	Peak_2576	120181216	11.00	11.10	0.10	108.28	1.00	0.00
chr9	120184643	120184887	Peak_6025	120184765	3.71	3.84	0.13	30.25	1.00	0.03
chr9	120196635	120196879	Peak_11195	120196757	1.39	1.60	0.21	7.69	1.00	0.23
chr9	120231056	120231300	Peak_6309	120231178	3.45	3.50	0.05	65.26	1.00	0.08
chr9	120281954	120282198	Peak_4464	120282076	5.77	6.08	0.31	19.85	1.00	0.00
chr9	120546613	120546857	Peak_6208	120546735	3.53	3.64	0.11	34.00	1.00	0.08
chr9	120561002	120561246	Peak_6628	120561124	3.20	3.25	0.05	64.61	1.00	0.09
chr9	120571325	120571569	Peak_1907	120571447	14.32	14.61	0.29	50.68	1.00	0.00
chr9	120577080	120577324	Peak_168	120577202	50.70	51.13	0.42	120.64	1.00	0.00
chr9	120582988	120583232	Peak_8179	120583110	2.32	2.37	0.05	46.98	1.00	0.16
chr9	120645901	120646145	Peak_12281	120646023	1.19	1.38	0.18	7.47	1.00	0.32
chr9	120679542	120679786	Peak_10127	120679664	1.65	1.80	0.15	11.80	1.00	0.21
chr9	120732728	120732972	Peak_7409	120732850	2.69	2.87	0.18	16.19	1.00	0.13
chr9	120765360	120765604	Peak_7100	120765482	2.89	3.02	0.13	23.02	1.00	0.13
chr9	120813057	120813301	Peak_4473	120813179	5.75	5.83	0.08	69.49	1.00	0.00
chr9	120918247	120918491	Peak_9786	120918369	1.74	1.83	0.09	20.38	1.00	0.18
chr9	121108249	121108493	Peak_11533	121108371	1.33	1.55	0.23	6.83	1.00	0.25
chr9	121127862	121128106	Peak_6431	121127984	3.35	3.61	0.26	14.06	1.00	0.08
chr9	121383347	121383591	Peak_646	121383469	28.62	28.92	0.30	96.51	1.00	0.00
chr9	121384731	121384975	Peak_10246	121384853	1.61	1.71	0.09	18.52	1.00	0.22
chr9	121551584	121551828	Peak_3543	121551706	7.69	7.96	0.27	29.66	1.00	0.00
chr9	121669655	121669899	Peak_9452	121669777	1.85	1.96	0.11	17.37	1.00	0.16
chr9	121704938	121705182	Peak_1831	121705060	14.80	15.02	0.22	67.28	1.00	0.00
chr9	121718896	121719140	Peak_7901	121719018	2.44	2.85	0.41	6.99	1.00	0.14
chr9	121758800	121759044	Peak_12900	121758922	1.10	1.24	0.13	9.29	1.00	0.32
chr9	121839296	121839540	Peak_12611	121839418	1.15	1.41	0.26	5.41	1.00	0.31
chr9	121841432	121841676	Peak_9733	121841554	1.76	1.97	0.21	9.29	1.00	0.18
chr9	121841875	121842119	Peak_13587	121841997	1.00	1.19	0.19	6.21	1.00	0.35
chr9	121995923	121996167	Peak_3391	121996045	8.09	8.16	0.07	124.21	1.00	0.00
chr9	122425320	122425564	Peak_9310	122425442	1.89	1.97	0.08	24.68	1.00	0.16
chr9	122725103	122725347	Peak_2650	122725225	10.69	10.89	0.19	55.98	1.00	0.00
chr9	122805425	122805669	Peak_3572	122805547	7.63	7.74	0.11	70.40	1.00	0.00
chr9	122805658	122805902	Peak_4620	122805780	5.50	5.62	0.12	48.05	1.00	0.00
chr9	123004265	123004509	Peak_8246	123004387	2.29	2.43	0.14	17.48	1.00	0.17
chr9	124423731	124423975	Peak_11659	124423853	1.30	1.50	0.20	7.65	1.00	0.27
chr9	124424599	124424843	Peak_858	124424721	24.54	24.84	0.29	84.44	1.00	0.00
chrX	7081881	7082125	Peak_13008	7082003	1.09	1.14	0.05	20.84	1.00	0.33
chrX	7319322	7319566	Peak_3608	7319444	7.55	7.60	0.05	150.81	1.00	0.00
chrX	7549418	7549662	Peak_11318	7549540	1.37	1.42	0.05	28.15	1.00	0.25
chrX	7605316	7605560	Peak_4483	7605438	5.72	5.83	0.10	57.28	1.00	0.00
chrX	7638417	7638661	Peak_3183	7638539	8.74	8.83	0.09	100.42	1.00	0.00
chrX	7648946	7649190	Peak_2949	7649068	9.56	9.68	0.12	78.67	1.00	0.00
chrX	7679761	7680005	Peak_3204	7679883	8.68	8.75	0.07	118.37	1.00	0.00
chrX	7696983	7697227	Peak_9999	7697105	1.68	1.79	0.10	17.41	1.00	0.21
chrX	7714605	7714849	Peak_1387	7714727	18.12	18.31	0.18	99.94	1.00	0.00
chrX	7725892	7726136	Peak_2786	7726014	10.20	10.36	0.16	65.50	1.00	0.00
chrX	7728340	7728584	Peak_5653	7728462	4.08	4.18	0.10	41.07	1.00	0.04
chrX	7750393	7750637	Peak_9203	7750515	1.92	2.15	0.22	9.66	1.00	0.16
chrX	7750874	7751118	Peak_2991	7750996	9.41	9.52	0.11	90.08	1.00	0.00
chrX	7789873	7790117	Peak_2583	7789995	10.97	11.17	0.19	58.27	1.00	0.00
chrX	7841034	7841278	Peak_10375	7841156	1.58	1.73	0.15	11.28	1.00	0.22
chrX	7841627	7841871	Peak_4020	7841749	6.58	6.76	0.17	38.62	1.00	0.00
chrX	7877960	7878204	Peak_6167	7878082	3.57	3.63	0.06	60.33	1.00	0.06
chrX	7880005	7880249	Peak_5550	7880127	4.17	4.28	0.11	39.29	1.00	0.04
chrX	7899487	7899731	Peak_12068	7899609	1.24	1.40	0.17	8.40	1.00	0.29
chrX	7919617	7919861	Peak_5781	7919739	3.95	4.03	0.07	53.75	1.00	0.03
chrX	7947616	7947860	Peak_13451	7947738	1.02	1.31	0.29	4.59	0.99	0.35
chrX	7948048	7948292	Peak_2068	7948170	13.30	13.53	0.24	57.06	1.00	0.00
chrX	8074666	8074910	Peak_6780	8074788	3.10	3.21	0.10	31.15	1.00	0.10
chrX	8096926	8097170	Peak_2013	8097048	13.64	13.71	0.07	192.45	1.00	0.00
chrX	8132065	8132309	Peak_1362	8132187	18.41	18.55	0.14	131.67	1.00	0.00
chrX	8145178	8145422	Peak_6494	8145300	3.30	3.45	0.15	22.79	1.00	0.09
chrX	8175859	8176103	Peak_2942	8175981	9.59	9.72	0.13	74.11	1.00	0.00
chrX	8192557	8192801	Peak_3935	8192679	6.76	6.93	0.17	39.93	1.00	0.00
chrX	8852576	8852820	Peak_12512	8852698	1.16	1.27	0.11	11.42	1.00	0.31
chrX	9662844	9663088	Peak_10065	9662966	1.66	1.78	0.11	15.63	1.00	0.21
chrX	10216689	10216933	Peak_7273	10216811	2.77	2.93	0.16	18.02	1.00	0.12
chrX	10297508	10297752	Peak_2320	10297630	12.03	12.22	0.18	66.58	1.00	0.00
chrX	10486060	10486304	Peak_10465	10486182	1.56	1.61	0.05	31.99	1.00	0.22
chrX	10650536	10650780	Peak_11509	10650658	1.33	1.45	0.06	25.48	0.96	0.24
chrX	10992317	10992561	Peak_10538	10992439	1.54	1.59	0.05	31.55	1.00	0.23
chrX	11894575	11894819	Peak_13321	11894697	1.04	1.13	0.05	22.43	0.96	0.35
chrX	12299245	12299489	Peak_10603	12299367	1.52	1.60	0.08	21.15	1.00	0.23
chrX	12307669	12307913	Peak_11823	12307791	1.28	1.38	0.10	13.62	1.00	0.27
chrX	12651958	12652202	Peak_6387	12652080	3.39	3.55	0.16	22.82	1.00	0.08
chrX	12673496	12673740	Peak_5916	12673618	3.81	3.86	0.05	76.43	1.00	0.03
chrX	12697269	12697513	Peak_10070	12697391	1.66	1.84	0.18	10.09	1.00	0.21
chrX	12926094	12926338	Peak_8510	12926216	2.17	2.29	0.12	19.36	1.00	0.16
chrX	13041579	13041823	Peak_1590	13041701	16.40	16.54	0.15	113.56	1.00	0.00
chrX	13208175	13208419	Peak_7618	13208297	2.59	2.67	0.08	33.54	1.00	0.13
chrX	13230728	13230972	Peak_2676	13230850	10.59	10.69	0.10	110.44	1.00	0.00
chrX	13242835	13243079	Peak_5611	13242957	4.12	4.33	0.21	20.48	1.00	0.04
chrX	13279119	13279363	Peak_9126	13279241	1.95	2.09	0.13	15.47	1.00	0.16
chrX	13281283	13281527	Peak_13256	13281405	1.05	1.10	0.05	21.80	1.00	0.35
chrX	13312497	13312741	Peak_7856	13312619	2.46	2.54	0.08	31.88	1.00	0.13
chrX	13345565	13345809	Peak_13071	13345687	1.08	1.19	0.11	11.28	0.99	0.34
chrX	13346989	13347233	Peak_5548	13347111	4.18	4.28	0.11	39.82	1.00	0.04
chrX	13386561	13386805	Peak_2764	13386683	10.28	10.47	0.20	53.18	1.00	0.00
chrX	13461904	13462148	Peak_10954	13462026	1.44	1.51	0.06	24.07	1.00	0.24
chrX	17572242	17572486	Peak_3109	17572364	8.99	9.18	0.19	48.88	1.00	0.00
chrX	18722746	18722990	Peak_10352	18722868	1.59	1.64	0.05	32.49	1.00	0.22
chrX	20060466	20060710	Peak_8664	20060588	2.11	2.16	0.05	42.88	1.00	0.17
chrX	20617210	20617454	Peak_5736	20617332	4.00	4.08	0.08	52.16	1.00	0.03
chrX	20658317	20658561	Peak_12897	20658439	1.10	1.26	0.16	7.97	1.00	0.32
chrX	20694018	20694262	Peak_6741	20694140	3.13	3.26	0.13	25.26	1.00	0.10
chrX	20775313	20775557	Peak_1412	20775435	17.93	18.05	0.12	152.17	1.00	0.00
chrX	20848251	20848495	Peak_4530	20848373	5.64	5.69	0.05	112.98	1.00	0.00
chrX	20921075	20921319	Peak_2648	20921197	10.70	10.86	0.16	67.01	1.00	0.00
chrX	21061971	21062215	Peak_1326	21062093	18.76	18.87	0.10	181.50	1.00	0.00
chrX	21089115	21089359	Peak_2921	21089237	9.67	9.76	0.08	115.04	1.00	0.00
chrX	23692715	23692959	Peak_3081	23692837	9.10	9.19	0.08	111.23	1.00	0.00
chrX	36025744	36025988	Peak_3998	36025866	6.63	6.77	0.14	48.42	1.00	0.00
chrX	36270582	36270826	Peak_11577	36270704	1.32	1.37	0.05	26.56	1.00	0.26
chrX	36903387	36903631	Peak_6505	36903509	3.29	3.52	0.23	15.39	1.00	0.09
chrX	37076079	37076323	Peak_7210	37076201	2.81	2.89	0.09	33.40	1.00	0.12
chrX	37163467	37163711	Peak_10126	37163589	1.65	1.74	0.10	17.79	1.00	0.21
chrX	37198831	37199075	Peak_5879	37198953	3.85	3.90	0.06	68.06	1.00	0.03
chrX	37211495	37211739	Peak_6698	37211617	3.16	3.41	0.25	13.86	1.00	0.09
chrX	37683093	37683337	Peak_1878	37683215	14.47	14.71	0.24	60.67	1.00	0.00
chrX	37815982	37816226	Peak_3442	37816104	7.96	8.10	0.14	58.97	1.00	0.00
chrX	37909277	37909521	Peak_8557	37909399	2.15	2.24	0.09	25.20	1.00	0.16
chrX	38066400	38066644	Peak_9016	38066522	1.99	2.23	0.24	9.28	1.00	0.17
chrX	38121013	38121257	Peak_4275	38121135	6.10	6.24	0.14	43.16	1.00	0.00
chrX	38166177	38166421	Peak_2898	38166299	9.75	9.84	0.09	107.03	1.00	0.00
chrX	38249748	38249992	Peak_11847	38249870	1.27	1.40	0.13	11.15	1.00	0.27
chrX	41400345	41400589	Peak_8209	41400467	2.30	2.52	0.22	11.44	1.00	0.16
chrX	41689056	41689300	Peak_5667	41689178	4.07	4.13	0.06	66.22	1.00	0.04
chrX	42067725	42067969	Peak_2287	42067847	12.21	12.31	0.10	119.90	1.00	0.00
chrX	48255878	48256122	Peak_12449	48256000	1.17	1.36	0.19	7.27	1.00	0.31
chrX	48460618	48460862	Peak_13116	48460740	1.07	1.15	0.08	13.99	1.00	0.33
chrX	48462750	48462994	Peak_11460	48462872	1.34	1.44	0.10	13.81	1.00	0.24
chrX	48513413	48513657	Peak_1138	48513535	21.08	21.25	0.17	124.80	1.00	0.00
chrX	48676922	48677166	Peak_6209	48677044	3.53	3.58	0.05	71.12	1.00	0.08
chrX	48694811	48695055	Peak_3386	48694933	8.12	8.17	0.05	162.19	1.00	0.00
chrX	48878062	48878306	Peak_68	48878184	66.16	66.21	0.05	1314.44	1.00	0.00
chrX	51982622	51982866	Peak_13496	51982744	1.02	1.22	0.14	8.61	0.94	0.35
chrX	52159722	52159966	Peak_8695	52159844	2.10	2.15	0.05	42.65	1.00	0.17
chrX	52744873	52745117	Peak_9143	52744995	1.94	2.07	0.12	17.05	1.00	0.16
chrX	53269741	53269985	Peak_2791	53269863	10.19	10.34	0.16	66.71	1.00	0.00
chrX	53270076	53270320	Peak_10596	53270198	1.53	1.64	0.11	14.58	1.00	0.23
chrX	53343170	53343414	Peak_6317	53343292	3.44	3.49	0.05	69.35	1.00	0.08
chrX	53670425	53670669	Peak_9082	53670547	1.97	2.03	0.07	30.46	1.00	0.16
chrX	53757794	53758038	Peak_1710	53757916	15.48	15.54	0.06	278.47	1.00	0.00
chrX	56346230	56346474	Peak_10164	56346352	1.64	1.76	0.12	14.75	1.00	0.21
chrX	56443417	56443661	Peak_8024	56443539	2.39	2.44	0.05	48.41	1.00	0.16
chrX	56597974	56598218	Peak_2400	56598096	11.65	11.98	0.33	36.36	1.00	0.00
chrX	56822200	56822444	Peak_13558	56822322	1.01	1.17	0.13	9.02	0.97	0.35
